Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,55.0,1,8,1,0,0,29251,26,250,0.0
0,23.0,1,15,1,1,0,31220,152,293,0.0
0,46.0,1,28,0,0,1,47479,26,188,1.0
0,34.0,1,13,0,0,1,2630,157,260,1.0
1,50.0,1,28,0,0,1,55147,26,84,1.0
1,37.0,1,3,0,2,1,27133,157,34,1.0
1,43.0,1,28,0,0,1,41606,124,138,0.0
1,21.0,1,30,0,0,1,2630,156,153,1.0
0,46.0,1,7,0,0,1,2630,124,253,0.0
1,52.0,1,28,0,0,1,32205,124,264,0.0
1,31.0,1,28,0,1,1,38601,154,265,1.0
0,72.0,1,28,1,0,0,29919,26,289,0.0
0,27.0,1,6,0,0,0,25410,26,37,0.0
0,48.0,1,3,0,0,1,39791,26,29,1.0
1,21.0,1,46,1,1,0,37158,160,298,0.0
1,48.0,1,15,0,0,1,36042,14,74,1.0
1,38.0,1,36,0,0,1,34628,124,98,0.0
1,60.0,1,46,1,0,0,33677,26,228,0.0
1,38.0,1,28,1,0,0,25832,124,117,0.0
1,36.0,1,18,1,0,0,21633,152,211,0.0
0,24.0,1,11,0,1,1,30736,152,254,1.0
0,24.0,1,15,1,1,0,36864,160,191,0.0
1,71.0,1,28,1,0,0,48203,26,126,0.0
0,24.0,1,28,1,1,0,2630,153,101,0.0
0,31.0,1,28,0,1,1,35488,124,287,1.0
0,32.0,1,45,0,1,1,2630,156,255,1.0
1,69.0,1,28,0,2,1,55073,26,206,0.0
1,49.0,1,29,0,2,1,54666,124,288,1.0
0,28.0,1,23,1,1,0,2630,26,276,0.0
0,39.0,1,41,0,0,1,30989,26,31,1.0
0,22.0,1,36,1,1,0,2630,152,132,0.0
0,40.0,1,23,0,0,1,29616,120,212,1.0
1,63.0,1,30,1,0,0,2630,124,120,0.0
1,47.0,1,19,0,0,1,33858,124,167,1.0
1,42.0,1,33,0,2,1,28731,124,275,1.0
1,25.0,1,29,1,1,0,33464,26,92,0.0
1,24.0,1,15,1,1,0,46965,160,223,0.0
0,42.0,1,41,0,0,1,21871,29,246,1.0
0,26.0,1,37,1,1,0,34847,152,39,0.0
0,57.0,1,28,0,0,1,42766,156,134,1.0
1,55.0,1,28,0,0,1,34910,26,276,1.0
0,26.0,1,8,1,1,0,33732,152,161,0.0
0,65.0,1,28,0,0,1,38900,155,57,1.0
0,39.0,1,28,1,0,0,42829,26,127,0.0
1,26.0,1,3,0,1,1,24079,163,125,1.0
0,45.0,1,28,0,0,1,70926,26,107,1.0
0,23.0,1,46,1,1,0,35149,152,211,0.0
1,80.0,1,50,1,0,0,2630,8,271,0.0
0,24.0,1,8,1,1,0,44745,152,235,0.0
0,59.0,1,0,0,0,1,2630,25,272,1.0
1,54.0,1,4,0,0,1,31302,124,144,0.0
0,28.0,1,13,0,0,1,2630,156,53,1.0
0,22.0,1,18,1,1,0,27373,152,142,0.0
1,23.0,1,41,1,1,0,35905,152,62,0.0
1,43.0,1,28,0,0,1,55555,26,291,1.0
1,47.0,1,15,0,0,1,2630,26,115,1.0
1,21.0,1,50,1,1,0,37743,160,177,0.0
1,34.0,1,24,0,0,1,2630,163,26,1.0
1,29.0,1,28,0,1,1,26777,152,58,1.0
1,22.0,1,18,0,1,1,31646,152,65,1.0
1,46.0,1,28,0,0,1,54257,124,208,0.0
0,46.0,1,31,0,0,1,2630,124,293,1.0
1,42.0,1,41,0,0,1,35129,163,80,1.0
1,42.0,1,18,0,0,1,2630,124,239,1.0
0,69.0,1,20,1,0,0,2630,26,28,0.0
1,62.0,1,28,0,2,1,54272,124,263,0.0
0,46.0,1,28,0,0,1,50654,26,226,1.0
0,41.0,1,15,0,0,1,26821,26,220,1.0
1,44.0,1,45,0,0,1,22567,124,232,1.0
0,25.0,1,41,1,1,0,24572,152,115,0.0
0,57.0,1,11,0,0,1,28800,26,241,1.0
1,41.0,1,28,0,2,1,30716,26,222,0.0
1,26.0,1,34,1,1,0,30344,152,233,0.0
1,34.0,1,28,0,0,1,31782,139,35,0.0
1,55.0,1,36,0,0,1,36643,124,65,1.0
0,42.0,1,50,0,2,1,37929,124,147,1.0
0,65.0,1,47,1,0,0,49587,26,105,0.0
0,24.0,1,3,1,1,0,21765,152,270,0.0
1,56.0,1,8,0,0,1,41460,26,32,0.0
1,53.0,1,28,0,0,1,35262,124,17,1.0
1,31.0,1,24,1,1,1,2630,160,192,0.0
1,60.0,1,9,0,0,1,40531,26,173,1.0
1,42.0,1,0,0,0,1,2630,61,169,0.0
1,45.0,1,8,0,0,1,43605,124,172,1.0
1,54.0,1,39,0,0,1,55019,26,220,1.0
1,42.0,1,28,0,0,1,36315,26,246,1.0
1,35.0,1,36,0,0,1,2630,124,147,0.0
0,25.0,1,30,0,1,1,28804,152,214,1.0
1,47.0,1,8,0,0,1,2630,156,179,0.0
1,33.0,1,18,0,1,1,35200,152,293,1.0
0,37.0,1,28,0,0,1,2630,154,236,1.0
0,36.0,1,46,0,0,1,30591,154,53,0.0
0,29.0,1,33,0,1,1,44239,124,55,1.0
1,46.0,1,28,0,0,1,43288,26,45,1.0
1,44.0,1,19,0,0,1,41359,26,203,0.0
0,67.0,1,28,1,0,0,38991,60,118,0.0
0,27.0,1,18,0,1,0,25243,152,291,1.0
0,45.0,1,46,0,0,1,2630,26,69,1.0
1,45.0,1,29,1,0,0,67786,124,252,0.0
1,24.0,1,11,1,1,0,30693,152,131,0.0
1,70.0,1,28,0,0,1,26591,122,243,0.0
0,43.0,1,28,1,0,0,42798,124,25,0.0
1,29.0,1,32,1,1,0,35241,26,80,0.0
1,53.0,1,28,0,0,1,51322,26,13,1.0
0,28.0,1,50,1,1,0,32615,152,160,0.0
0,52.0,1,24,0,1,1,38731,124,164,1.0
0,23.0,1,11,1,1,0,31875,152,254,0.0
1,31.0,1,6,1,1,0,37537,152,165,0.0
1,54.0,1,3,0,0,1,43106,124,190,1.0
1,25.0,1,29,1,1,0,38787,152,28,0.0
1,59.0,1,48,0,0,1,2630,15,237,1.0
0,25.0,1,30,1,1,0,38000,152,120,0.0
0,49.0,1,8,0,0,1,31074,152,92,1.0
1,44.0,1,41,0,0,1,29735,124,164,1.0
0,25.0,1,21,1,1,0,23462,152,152,0.0
1,23.0,1,29,0,1,1,40618,152,97,0.0
0,25.0,1,36,1,1,0,31283,152,158,0.0
1,62.0,1,46,1,0,0,25660,124,77,0.0
1,45.0,1,28,0,0,1,23281,26,167,0.0
1,71.0,1,28,0,2,1,52614,26,97,1.0
1,55.0,1,28,0,0,1,37528,26,226,1.0
1,22.0,1,15,1,1,1,40522,152,88,0.0
1,59.0,1,0,0,0,1,2630,26,61,1.0
0,28.0,1,41,1,1,0,2630,152,285,0.0
0,72.0,1,48,0,0,1,2630,15,229,1.0
1,52.0,1,28,0,0,1,40694,26,239,1.0
0,24.0,1,37,0,1,1,40639,152,168,0.0
0,25.0,1,15,1,1,0,28070,152,44,0.0
1,43.0,1,31,1,0,0,2630,124,179,0.0
1,54.0,1,28,0,2,1,52816,158,166,1.0
1,55.0,1,21,0,0,1,41220,109,136,0.0
0,35.0,1,28,0,0,1,57411,158,222,1.0
1,65.0,1,39,0,0,1,30385,154,162,0.0
0,33.0,1,28,0,2,1,57387,26,252,1.0
0,24.0,1,6,1,1,0,19502,152,297,0.0
0,66.0,1,28,0,0,1,41336,26,295,0.0
1,70.0,1,41,0,0,1,37172,26,206,1.0
1,23.0,1,6,1,1,0,37523,152,42,0.0
1,48.0,1,28,0,0,1,38551,25,219,1.0
1,52.0,1,13,0,0,1,33276,26,60,1.0
1,22.0,1,28,1,1,1,40394,152,128,0.0
1,30.0,1,3,0,0,1,40347,7,263,0.0
1,21.0,1,15,1,1,0,36913,160,122,0.0
0,25.0,1,8,0,1,0,58874,152,76,0.0
0,47.0,1,10,0,0,1,23357,26,238,0.0
1,57.0,1,46,0,0,1,30936,26,271,0.0
1,50.0,1,2,1,0,0,40592,26,40,0.0
1,66.0,1,25,1,0,1,30110,30,95,0.0
0,21.0,1,28,0,1,1,41639,124,185,1.0
1,26.0,1,46,1,1,0,25505,152,75,0.0
1,72.0,1,11,0,2,1,42432,26,144,1.0
0,44.0,1,41,0,0,1,23160,124,154,1.0
1,35.0,1,28,0,0,1,32386,31,133,0.0
1,21.0,1,2,1,1,0,2630,152,198,0.0
0,30.0,1,28,0,1,1,35963,152,258,1.0
0,64.0,1,7,0,0,1,2630,155,28,1.0
1,73.0,1,8,0,0,1,31976,124,271,1.0
0,24.0,1,35,1,1,0,28975,152,209,0.0
1,27.0,1,28,0,1,1,25218,26,249,1.0
0,48.0,1,28,0,2,1,34769,26,290,1.0
1,45.0,1,28,0,0,1,41091,124,282,1.0
1,42.0,1,11,0,0,1,33446,26,16,1.0
0,23.0,1,27,0,1,0,2630,152,103,0.0
0,25.0,1,28,0,1,1,54155,152,189,0.0
0,30.0,1,41,1,1,0,49887,152,258,0.0
0,52.0,1,13,0,0,1,27468,26,17,1.0
1,44.0,1,8,0,0,1,39462,124,88,1.0
0,42.0,1,28,0,0,1,47579,26,280,0.0
0,43.0,1,28,0,0,1,33740,26,14,1.0
1,21.0,1,8,0,1,0,36753,160,284,0.0
0,39.0,1,28,0,0,1,46397,124,221,1.0
0,51.0,1,28,0,2,1,37833,26,108,1.0
0,60.0,1,28,0,0,1,51304,26,184,1.0
0,40.0,1,28,0,0,1,38267,124,19,1.0
1,45.0,1,3,0,0,1,2630,154,30,1.0
0,23.0,1,47,1,1,0,43394,152,148,0.0
0,23.0,1,43,1,1,0,2630,152,116,0.0
1,52.0,1,11,0,0,1,31998,136,156,1.0
1,35.0,1,28,0,0,1,35380,155,189,1.0
1,46.0,1,28,0,0,1,31719,124,161,0.0
0,61.0,1,28,0,2,1,27246,155,122,0.0
0,21.0,1,36,1,1,0,29334,152,197,0.0
1,45.0,1,28,0,0,1,34264,23,139,0.0
1,48.0,1,41,0,0,1,25826,124,135,1.0
1,51.0,1,28,0,0,1,2630,26,286,1.0
1,52.0,1,28,0,1,1,40623,53,234,1.0
1,54.0,1,46,0,0,1,28500,91,87,0.0
0,22.0,1,30,0,1,1,2630,152,256,1.0
1,24.0,1,41,1,1,0,21508,152,201,0.0
0,68.0,1,28,1,0,0,29639,54,173,0.0
1,27.0,1,41,0,1,0,36037,152,104,0.0
1,41.0,1,28,0,2,1,30948,124,145,1.0
0,27.0,1,28,0,0,0,2630,156,45,0.0
1,32.0,1,10,0,1,1,30838,124,202,1.0
1,20.0,1,46,1,1,0,2630,157,77,0.0
0,21.0,1,46,1,1,0,28825,160,123,0.0
0,24.0,1,49,0,1,1,31792,152,84,1.0
0,44.0,1,11,0,0,1,32135,124,127,1.0
0,43.0,1,28,0,0,1,35348,122,197,1.0
0,42.0,1,13,0,0,1,29284,124,220,1.0
1,44.0,1,37,0,0,1,31518,26,109,1.0
0,31.0,1,28,0,1,1,29775,124,68,1.0
1,49.0,1,39,0,0,1,35485,127,241,1.0
1,65.0,1,28,0,2,1,47029,26,143,1.0
1,30.0,1,2,1,1,0,28728,152,133,0.0
1,68.0,1,28,1,0,0,47726,13,125,0.0
1,51.0,1,38,0,0,1,2630,157,222,1.0
0,72.0,1,28,0,0,1,31702,124,91,0.0
1,33.0,1,1,0,1,0,2630,124,165,0.0
0,22.0,1,46,1,1,0,32576,152,10,0.0
1,30.0,1,28,0,1,1,36160,124,247,1.0
0,44.0,1,28,0,0,1,49377,124,291,1.0
1,31.0,1,28,1,1,0,41302,152,82,0.0
1,24.0,1,15,1,1,0,40121,152,116,0.0
1,59.0,1,28,0,0,1,51576,25,22,1.0
0,69.0,1,28,0,0,1,52148,124,225,0.0
0,28.0,1,27,1,1,0,2630,152,91,0.0
0,54.0,1,29,0,0,1,34048,124,286,0.0
1,49.0,1,29,0,0,0,33883,26,139,0.0
1,25.0,1,50,1,1,0,42723,152,245,0.0
1,36.0,1,28,0,0,1,34053,26,11,0.0
0,48.0,1,28,0,2,1,76293,26,55,1.0
1,39.0,1,28,1,0,0,38564,26,289,0.0
0,24.0,1,47,1,1,0,32869,152,268,0.0
0,26.0,1,21,0,1,1,30623,152,104,1.0
1,40.0,1,23,0,0,1,2630,156,19,1.0
1,76.0,1,31,1,0,0,2630,26,277,0.0
1,45.0,1,15,0,0,1,27352,26,61,1.0
0,33.0,1,30,1,1,0,22736,152,231,0.0
1,60.0,1,19,0,2,1,33598,26,59,1.0
1,32.0,1,36,1,1,0,34057,152,150,0.0
0,22.0,1,15,0,1,1,29404,152,150,0.0
0,28.0,1,18,0,0,1,18351,124,99,1.0
0,62.0,1,28,1,0,0,33824,152,229,0.0
1,24.0,1,3,0,1,0,2630,160,210,0.0
1,21.0,1,8,0,1,0,59244,160,103,0.0
0,57.0,1,28,0,0,1,57640,26,96,1.0
1,22.0,1,10,1,1,0,27246,152,200,0.0
0,26.0,1,12,1,1,0,20806,152,101,0.0
1,24.0,1,29,1,1,0,25811,152,116,0.0
1,40.0,1,28,0,0,1,34575,55,200,1.0
1,51.0,1,5,0,0,1,25912,26,109,0.0
0,21.0,1,30,1,1,1,34904,152,224,0.0
0,21.0,1,43,0,0,1,33932,124,108,0.0
0,78.0,1,8,1,0,0,71086,124,126,0.0
0,47.0,1,47,0,0,1,30985,124,64,1.0
0,33.0,1,28,0,0,1,26847,26,152,1.0
1,50.0,1,18,0,0,1,33002,124,203,1.0
1,24.0,1,3,0,1,1,2630,160,190,0.0
0,22.0,1,39,0,1,0,27503,152,77,0.0
1,55.0,1,29,0,1,1,35926,26,295,1.0
1,24.0,1,50,0,1,1,32371,152,157,0.0
1,73.0,1,28,0,0,1,42979,122,253,0.0
1,31.0,1,28,0,0,1,37489,156,120,1.0
1,28.0,1,50,1,1,0,2630,152,109,0.0
0,43.0,1,28,0,0,1,40287,124,42,1.0
0,52.0,1,46,0,0,1,2630,124,165,0.0
0,67.0,1,45,0,0,1,31282,26,136,0.0
0,25.0,1,33,1,1,0,25784,152,264,0.0
0,22.0,1,39,1,1,0,2630,152,35,0.0
1,24.0,1,28,0,1,1,38483,122,163,1.0
0,52.0,1,41,0,2,1,50316,163,257,0.0
1,36.0,1,15,0,0,1,40465,124,13,1.0
0,69.0,1,24,1,0,0,29002,145,104,0.0
0,22.0,1,3,1,1,0,2630,152,15,0.0
0,25.0,1,28,0,0,1,2630,157,292,1.0
0,25.0,1,27,0,1,1,29131,152,55,1.0
1,65.0,1,43,0,0,1,38061,26,229,1.0
1,45.0,1,33,0,0,1,31320,124,269,0.0
1,44.0,1,28,0,0,1,37323,122,54,0.0
0,38.0,1,40,0,0,1,25099,124,135,1.0
1,61.0,1,25,0,0,1,2630,156,21,0.0
1,75.0,1,3,0,0,1,31726,26,52,1.0
1,23.0,1,14,1,1,0,23449,152,149,0.0
1,42.0,1,33,0,0,0,38190,55,236,0.0
0,31.0,1,41,0,0,1,2630,156,108,1.0
0,48.0,1,37,0,0,1,31416,26,273,1.0
0,24.0,1,28,1,1,0,37704,152,285,0.0
1,39.0,1,28,0,0,1,28964,124,19,0.0
1,40.0,1,28,0,0,1,24364,124,67,0.0
0,22.0,1,6,1,1,0,19785,152,132,0.0
0,42.0,1,20,0,0,1,2630,156,145,1.0
1,44.0,1,46,1,0,0,27025,124,204,0.0
1,26.0,1,28,1,1,0,52717,152,143,0.0
1,38.0,1,28,1,0,1,30953,26,161,0.0
0,44.0,1,6,0,0,1,26927,26,174,1.0
1,22.0,1,24,0,1,0,23934,152,241,0.0
1,39.0,1,26,0,0,1,28010,124,90,1.0
1,54.0,1,28,0,0,1,25930,124,81,1.0
1,44.0,1,46,0,0,1,2630,156,228,0.0
1,35.0,1,15,0,0,1,2630,156,204,1.0
1,44.0,1,46,0,0,1,2630,26,83,0.0
1,21.0,1,32,0,1,1,2630,152,51,1.0
0,38.0,1,14,0,0,1,23834,12,298,1.0
0,28.0,1,11,1,1,0,26961,152,236,0.0
0,37.0,1,28,0,0,1,40095,122,228,1.0
0,37.0,1,50,0,0,1,36629,26,121,0.0
0,24.0,1,29,1,1,0,37888,152,217,0.0
0,21.0,1,50,0,1,1,30843,160,226,0.0
0,33.0,1,12,0,0,1,2630,157,267,1.0
0,44.0,1,28,0,0,1,32157,26,227,1.0
1,34.0,1,8,1,0,0,30923,124,291,0.0
1,52.0,1,41,0,0,1,23802,26,207,1.0
0,28.0,1,45,0,1,1,2630,152,102,0.0
1,40.0,1,36,0,0,1,2630,26,160,1.0
1,27.0,1,28,0,1,1,29675,152,92,0.0
1,23.0,1,8,0,1,0,65718,160,166,0.0
0,35.0,1,30,0,0,1,2630,156,206,1.0
0,30.0,1,26,0,1,1,22261,152,126,0.0
1,34.0,1,50,0,0,1,32519,26,132,1.0
1,42.0,1,41,0,0,1,32726,26,123,0.0
0,28.0,1,36,0,1,1,2630,26,79,1.0
0,46.0,1,50,0,0,1,35899,30,260,1.0
0,43.0,1,28,0,0,1,44392,124,24,0.0
1,48.0,1,23,0,0,1,2630,26,248,1.0
0,22.0,1,45,1,1,0,25583,152,262,0.0
0,24.0,1,21,1,1,0,24376,152,146,0.0
1,49.0,1,23,0,0,1,36405,124,279,1.0
0,65.0,1,28,1,0,0,30885,13,255,0.0
1,43.0,1,28,0,0,1,30329,26,71,1.0
0,22.0,1,27,1,1,0,26558,152,30,0.0
1,21.0,1,22,1,1,0,31025,152,94,0.0
1,60.0,1,8,0,2,1,51508,26,293,1.0
1,63.0,1,41,0,0,1,2630,157,21,1.0
0,43.0,1,41,0,0,1,36210,106,239,1.0
0,48.0,1,28,1,0,0,29458,124,38,0.0
1,38.0,1,30,0,0,1,28039,124,78,1.0
1,56.0,1,40,0,0,1,2630,26,170,1.0
1,74.0,1,8,1,0,0,44678,26,10,0.0
1,52.0,1,37,0,2,1,33075,26,135,1.0
1,48.0,1,8,0,0,1,34264,26,202,1.0
0,24.0,1,8,1,1,0,41625,152,34,0.0
1,61.0,1,16,1,0,0,2630,26,276,0.0
0,58.0,1,7,1,0,0,36979,26,204,0.0
1,24.0,1,28,1,1,0,49519,152,144,0.0
1,22.0,1,32,1,1,0,32723,152,38,0.0
0,51.0,1,28,0,0,1,23467,163,137,1.0
0,34.0,1,14,0,0,1,41437,124,165,1.0
0,31.0,1,46,0,0,1,45456,156,48,1.0
0,29.0,1,12,0,0,1,35202,124,183,0.0
1,55.0,1,41,0,0,1,41819,124,167,1.0
1,24.0,1,14,1,1,0,16288,152,236,0.0
1,59.0,1,12,0,0,1,54895,124,131,1.0
0,30.0,1,2,0,1,1,27654,152,215,1.0
0,48.0,1,18,0,0,1,33565,157,261,1.0
1,20.0,1,47,1,1,0,30492,160,271,0.0
0,42.0,1,28,0,0,1,47168,26,219,1.0
0,22.0,1,13,0,1,1,18684,152,126,0.0
1,23.0,1,17,1,1,0,33481,151,119,0.0
1,62.0,1,26,0,0,1,49881,163,73,1.0
0,32.0,1,28,0,1,1,32007,26,198,1.0
0,79.0,1,28,0,0,1,34207,26,163,1.0
1,44.0,1,3,0,0,1,24970,154,277,1.0
1,72.0,1,35,0,0,1,2630,26,84,1.0
0,20.0,1,8,1,1,0,35612,160,293,0.0
0,38.0,1,15,0,0,1,32183,26,270,1.0
1,59.0,1,8,0,0,0,55447,124,20,0.0
1,49.0,1,28,1,0,0,28049,26,16,0.0
0,34.0,1,28,0,0,1,51424,122,205,0.0
0,20.0,1,28,0,1,1,34340,26,78,1.0
0,45.0,0,28,1,0,0,34136,124,73,0.0
1,40.0,1,31,0,0,1,2630,26,243,1.0
1,52.0,1,29,1,0,0,37127,124,235,0.0
0,44.0,1,28,1,0,0,70775,122,256,0.0
1,44.0,1,46,0,0,1,28539,91,183,1.0
0,30.0,1,28,0,0,1,2630,26,160,1.0
0,51.0,1,28,1,0,0,30882,26,151,0.0
0,47.0,1,33,0,0,1,2630,157,56,0.0
1,49.0,1,28,0,0,1,24093,122,189,1.0
1,21.0,1,36,1,1,0,26324,160,70,0.0
1,27.0,1,15,1,1,0,2630,152,36,0.0
1,71.0,1,28,0,0,1,34113,26,264,0.0
0,40.0,1,18,0,0,1,34763,124,34,0.0
1,43.0,1,33,0,0,1,26414,124,209,1.0
0,22.0,1,32,0,1,0,36158,152,20,0.0
0,22.0,1,11,1,1,0,40211,152,119,0.0
1,37.0,1,18,1,0,0,26037,156,239,0.0
1,48.0,1,29,0,0,1,42026,26,140,1.0
0,43.0,1,41,0,0,1,28916,106,272,1.0
1,23.0,1,8,1,1,0,32108,160,262,0.0
1,61.0,1,28,0,2,1,45222,26,178,0.0
0,24.0,1,37,0,1,1,2630,152,253,0.0
1,51.0,1,28,0,0,1,37469,124,142,1.0
1,54.0,1,28,0,0,1,62100,26,35,1.0
0,77.0,1,28,0,0,1,29113,122,123,1.0
0,33.0,1,46,0,1,1,27103,124,293,1.0
1,63.0,1,15,0,0,1,68631,26,150,0.0
1,38.0,1,18,0,0,1,2630,157,228,1.0
0,26.0,1,10,0,1,1,28153,26,90,1.0
1,80.0,1,28,1,0,0,31615,122,243,0.0
1,46.0,1,21,0,0,1,2630,152,36,1.0
0,51.0,1,41,0,0,1,29182,124,161,1.0
1,38.0,1,40,0,0,1,33009,8,193,1.0
0,24.0,1,28,0,1,0,41135,152,280,0.0
0,48.0,1,38,0,0,1,26247,124,176,1.0
1,48.0,1,30,0,0,1,26617,152,181,0.0
1,24.0,1,8,1,1,0,23032,152,292,0.0
0,63.0,1,28,0,0,1,47123,124,87,0.0
0,23.0,1,11,0,1,1,35572,152,219,0.0
0,59.0,1,33,0,0,1,35909,124,279,1.0
0,43.0,1,26,0,0,1,36329,120,96,0.0
1,50.0,1,8,0,0,1,44356,154,296,1.0
1,65.0,1,28,0,0,1,38940,26,186,0.0
1,48.0,1,28,0,0,1,54975,24,204,0.0
0,38.0,1,8,0,0,0,35631,124,245,0.0
0,54.0,1,28,0,0,0,31470,124,180,1.0
1,39.0,1,15,0,0,1,2630,26,17,0.0
1,45.0,1,19,0,0,1,24934,26,287,1.0
1,22.0,1,29,1,1,0,37117,152,183,0.0
1,32.0,1,28,0,1,1,37529,26,251,1.0
0,23.0,1,8,0,1,1,33060,152,298,0.0
0,51.0,1,14,1,0,0,38378,26,237,0.0
1,45.0,1,28,0,0,1,32111,124,97,0.0
0,31.0,1,7,0,1,1,51287,124,220,0.0
1,54.0,1,28,1,0,0,41120,26,43,0.0
0,22.0,1,27,0,1,1,29841,152,219,0.0
0,45.0,1,28,1,0,0,33169,124,81,0.0
1,56.0,1,28,0,0,1,36582,122,242,1.0
1,21.0,1,15,1,1,0,60300,160,112,0.0
0,21.0,1,33,1,1,0,26772,152,25,0.0
0,41.0,1,28,0,0,1,57375,124,113,0.0
1,75.0,1,33,0,2,1,2630,157,298,0.0
0,53.0,1,28,0,0,1,43040,124,94,1.0
1,58.0,1,45,0,0,1,20193,26,22,0.0
1,39.0,1,28,0,0,1,26496,156,133,1.0
1,30.0,1,28,0,1,1,34153,124,282,1.0
1,48.0,1,49,0,0,1,29726,154,184,1.0
0,43.0,1,28,0,0,1,32163,55,175,1.0
1,74.0,1,28,0,0,1,2630,124,238,1.0
1,59.0,0,15,1,0,0,51865,26,266,0.0
0,27.0,1,8,0,1,1,2630,124,36,1.0
0,41.0,1,28,0,0,1,46622,122,44,1.0
1,24.0,1,18,1,1,0,29501,152,157,0.0
1,21.0,1,15,0,1,1,32171,160,58,0.0
1,43.0,1,28,0,0,1,43534,124,156,0.0
1,23.0,1,30,0,1,1,2630,152,205,0.0
0,45.0,1,37,0,2,1,32037,26,265,0.0
0,22.0,1,41,1,1,0,35703,152,268,0.0
0,22.0,1,8,1,1,0,29500,152,248,0.0
0,61.0,1,3,1,0,0,34393,124,53,0.0
1,24.0,1,29,1,1,0,23378,152,235,0.0
0,60.0,1,38,0,0,1,23462,152,66,0.0
0,23.0,1,30,1,1,0,27947,152,87,0.0
0,41.0,1,29,0,0,1,25488,26,151,1.0
1,27.0,1,3,1,1,0,17439,152,69,0.0
0,31.0,1,50,0,0,1,35551,154,295,1.0
0,27.0,1,28,1,1,0,31464,152,283,0.0
1,53.0,1,46,0,0,1,37575,154,26,1.0
1,52.0,1,28,0,0,1,37403,26,86,1.0
0,69.0,1,0,0,0,1,2630,122,282,1.0
0,24.0,1,8,1,1,0,28974,152,99,0.0
1,48.0,1,28,0,0,1,48893,122,16,1.0
1,21.0,1,8,1,1,0,24084,160,223,0.0
1,48.0,1,3,0,0,1,29395,26,142,1.0
1,36.0,1,4,0,0,1,25740,163,81,1.0
1,24.0,1,33,0,1,0,34261,152,140,0.0
0,46.0,1,45,1,0,0,2630,26,98,0.0
0,22.0,1,8,0,1,1,37872,152,123,0.0
0,25.0,1,28,1,1,0,29833,152,21,0.0
0,25.0,1,39,0,1,1,29730,152,58,1.0
0,49.0,1,6,0,0,1,2630,156,51,1.0
1,33.0,1,28,0,0,1,2630,124,166,1.0
1,35.0,1,29,1,0,0,40083,152,31,0.0
0,23.0,1,8,1,1,0,44879,160,245,0.0
1,29.0,1,3,0,1,1,31673,152,264,0.0
1,54.0,1,28,0,0,1,50462,26,21,1.0
0,24.0,1,41,1,1,0,27845,152,35,0.0
0,57.0,1,28,0,0,1,41563,26,51,0.0
1,61.0,1,28,0,0,1,57978,26,166,0.0
0,26.0,1,28,1,1,0,37174,152,126,0.0
0,41.0,1,3,0,0,1,2630,156,220,1.0
1,48.0,1,28,0,0,1,46441,122,262,1.0
1,34.0,1,13,0,0,1,29105,26,57,1.0
1,51.0,1,28,0,0,1,39374,30,225,1.0
1,29.0,1,46,0,1,1,28441,124,258,1.0
1,44.0,1,28,0,1,1,44083,124,40,1.0
1,69.0,1,28,0,0,1,2630,26,282,1.0
1,21.0,1,47,0,1,1,35706,152,103,0.0
0,30.0,1,27,0,1,0,2630,160,227,0.0
1,35.0,1,29,0,0,1,27917,163,211,1.0
0,41.0,1,28,0,0,1,33141,156,229,1.0
0,48.0,1,48,0,0,1,2630,124,51,0.0
1,50.0,1,12,0,0,1,2630,124,164,1.0
1,35.0,1,46,0,0,1,23912,124,21,1.0
0,40.0,1,28,0,0,1,31301,31,272,1.0
0,28.0,1,28,0,1,1,27115,152,246,1.0
1,53.0,1,0,1,0,0,2630,26,116,0.0
0,35.0,1,28,0,0,1,46637,122,63,1.0
1,37.0,1,28,0,0,1,20819,122,268,1.0
0,35.0,1,28,0,0,1,49295,122,188,1.0
1,26.0,1,18,0,1,1,28505,152,65,0.0
0,24.0,1,47,1,1,0,27542,152,137,0.0
1,24.0,1,42,0,0,1,33248,157,155,1.0
0,59.0,1,28,0,0,1,2630,156,111,0.0
0,75.0,1,28,0,0,1,43788,26,246,1.0
1,50.0,1,48,1,0,1,2630,26,149,0.0
0,34.0,1,18,0,0,1,19884,154,202,1.0
0,74.0,1,28,0,0,1,49890,26,228,1.0
0,22.0,1,6,1,1,0,29592,152,270,0.0
0,38.0,1,33,0,0,1,30032,124,83,1.0
1,43.0,1,11,0,0,1,35552,26,89,1.0
0,70.0,1,0,1,0,1,2630,30,35,1.0
1,63.0,1,28,0,0,1,55744,26,102,1.0
0,48.0,1,28,1,0,1,36508,26,248,1.0
0,22.0,1,30,1,1,0,28346,152,202,0.0
0,30.0,1,6,0,1,1,41467,152,29,1.0
1,33.0,1,8,0,0,0,41917,26,79,0.0
1,23.0,1,22,0,1,0,34356,152,244,0.0
1,64.0,1,28,1,0,1,2630,124,34,0.0
1,42.0,1,46,0,0,1,72377,124,292,1.0
0,43.0,1,28,0,0,0,26644,26,159,0.0
1,36.0,1,28,0,0,1,30727,122,277,1.0
0,25.0,1,10,1,1,0,26579,152,197,0.0
1,36.0,1,35,0,0,1,37511,124,169,1.0
1,74.0,1,43,0,2,1,41558,124,148,0.0
